,Hospital Name,State,District,Contact Details,Total Beds Available,Latitude,Longitude
6484,"SRI SUDHA CHILDRENS HOSPITAL, SURYAPET ",Telangana,Suryapet,['--'],20,17.14933,79.57189
6485,"VIJAYA KRISHNA NURSING HOME AND MULTI SPECIALITY HOSPITAL, SURYAPET ",Telangana,Suryapet,['--'],20,16.18194,81.13513
6486,ADITHIYA CRITICAL CARE AND MULTI SPECIALITY HOSPITAL ,Telangana,Vikarabad,"['7702043212', '9493405354']",16,17.33659,77.90421
6487,Mahavir Institute of Medical Sciences and Mahaveer General Hospital-Vikarabad ,Telangana,Vikarabad,['8374888962'],288,17.34481,78.72249
6488,"MUDDA VEERA MALLAPPA HOSPITAL, ",Telangana,Vikarabad,['9440248777'],0,17.33659,77.90421
6489,"SABITHA ANAND HOSPITAL, ",Telangana,Vikarabad,['9440710008'],44,17.33659,77.90421
6490,"Shree Vedha Hospital-Nawabpet,Vikarabad ",Telangana,Vikarabad,['9000009848'],30,17.33659,77.90421
6491,"SRI ANANTH MALTI SPECIALITY HOSPITAL, ",Telangana,Vikarabad,"['9490684599', '8106121344']",64,17.33659,77.90421
6492,DR. BRAMHA REDDY PRAJAVYDYA SHALA ,Telangana,Wanaparthy,['--'],4,,
6493,DR. RAMESH BABU HOSPITAL ,Telangana,Wanaparthy,['--'],8,,
6494,PRAJA VAIDYASHALA ,Telangana,Wanaparthy,['9849777435'],8,16.38092,77.88802
6495,"RAHUL HOSPITAL, KOTHAKOTA ",Telangana,Wanaparthy,['--'],20,,
6496,SHANTHI HOSPITAL ,Telangana,Wanaparthy,['--'],20,,
6497,"SRI RAGHAVENDRA HOSPITAL, OPP : BSNL, OFFICE, PEBBAIR ",Telangana,Wanaparthy,['9666995723'],0,17.21865,79.32987
6498,SRI VENKATA SAI MATERNITY AND SURGICAL NURSING HOME ,Telangana,Wanaparthy,['--'],52,17.60057,79.30081
6499,SRUSTI HOSPITAL ,Telangana,Wanaparthy,['--'],50,16.38092,77.88802
6500,SUDHA NURSING HOME ,Telangana,Wanaparthy,['--'],50,17.60057,79.30081
6501,VASAVI HOSPITAL ,Telangana,Wanaparthy,['--'],10,16.38092,77.88802
6502,V- CARE HOSPITAL ,Telangana,Wanaparthy,['--'],32,,
6503,"VIMOCHANA HOSPITAL, SURGICAL CARE AND MATERNITY HEALTH CARE ",Telangana,Wanaparthy,['9966660363'],8,16.38092,77.88802
6504,WANAPARTHY MULTISPECILITY HOSPITAL ,Telangana,Wanaparthy,['--'],50,,
6505,AADHYA CHILDRENS HOSPITAL ,Telangana,Warangal,['9989840732'],10,17.91406,79.60361
6506,AMRUTHA MULTI SPECIALITY HOSPITAL ,Telangana,Warangal,['9985111655'],8,17.91406,79.60361
6507,KARUNASREE MULTI SPECIALITY HOSPITAL ,Telangana,Warangal,['9866776874'],12,17.91406,79.60361
6508,LALITHA NURSING HOME ,Telangana,Warangal,['9490855730'],98,17.91406,79.60361
6509,LAXMI GANAPATHY HOSPITAL ,Telangana,Warangal,['9542767772'],10,17.91406,79.60361
6510,LITTLE STAR CHILDRENS HOSPITAL ,Telangana,Warangal,['9347649620'],20,17.91406,79.60361
6511,MALLIKA MATERNITY AND GENERAL NURSING HOME ,Telangana,Warangal,['9849333227'],10,17.91406,79.60361
6512,MAMATHA MATERNITY AND CHILDREN NURSING HOME ,Telangana,Warangal,['9908998619'],30,17.91406,79.60361
6513,PAVAN HOSPITAL - NARSAMPET ,Telangana,Warangal,['9440093935'],40,17.93058,79.89364
6514,PRIME CARE HOSPITAL ,Telangana,Warangal,['9640321201'],0,17.91406,79.60361
6515,SAI SHREE MULTI SPECIALITY HOSPITAL ,Telangana,Warangal,['9440724341'],20,17.91406,79.60361
6516,SANTHOSH NURSING HOME ,Telangana,Warangal,['9848047787'],6,17.91406,79.60361
6517,SRILATHA NURSING HOME ,Telangana,Warangal,['9885577155'],0,17.91406,79.60361
6518,SRI SRINIVASA MATERNITY AND SURGICAL NURSING HOME ,Telangana,Warangal,['9949491548'],0,17.9432,79.599
6519,SRI VENKATESHWARA MULTI SPECIALITY HOSPITAL ,Telangana,Warangal,['9966463333'],14,17.91406,79.60361
6520,SRI VIJAYA HOSPITAL ,Telangana,Warangal,['9030122655'],10,17.96156,79.58744
6521,SRUJANA HOSPITAL ,Telangana,Warangal,['9866412022'],88,17.96156,79.58744
6522,SUNAY MATERNITY AND SURGICAL NURSING HOME ,Telangana,Warangal,['9440107360'],24,17.91406,79.60361
6523,SURAKSHA MULTI SPECIALITY HOSIPTAL ,Telangana,Warangal,['9390056663'],30,17.91406,79.60361
6524,SURYA HOSPITAL ,Telangana,Warangal,['9666559811'],10,17.96156,79.58744
6525,VANDANA NURSING HOME ,Telangana,Warangal,['9440150354'],0,17.91406,79.60361
6526,VENKATESHWARA HOSPITAL ,Telangana,Warangal,['9912452337'],28,17.91406,79.60361
6527,VNR NURSING HOME ,Telangana,Warangal,['9949322022'],22,17.96156,79.58744
6528,AARADHYA HOSPITAL ,Telangana,Warangal,['9849091196'],10,17.96156,79.58744
6529,ADHYA KIDS CARE HOSPITAL ,Telangana,Warangal,['9390056663'],20,17.91406,79.60361
6530,ADITHYA HOSPITAL - HANAMKONDA ,Telangana,Warangal,['9704983555'],172,17.99589,79.54338
6531,A.K HOSPITALS ,Telangana,Warangal,['8978015293'],16,17.96156,79.58744
6532,ALANJKAR PLASTIC SURGERY HOSPITALS ,Telangana,Warangal,['8179886523'],40,17.91406,79.60361
6533,AMRUTHA CHILDRENS HOME ,Telangana,Warangal,['--'],20,17.91406,79.60361
6534,AMRUTHA HOSPITAL - WARANGAL (U) ,Telangana,Warangal,['9494321598'],54,,
6535,APARNA ENT HOSP. ,Telangana,Warangal,['9849105609'],100,17.96156,79.58744
6536,APARNA NURSING HOME ,Telangana,Warangal,['9347057480'],42,17.91406,79.60361
6537,ARAVINDA HOSPITAL ,Telangana,Warangal,['9849079419'],46,17.96156,79.58744
6538,"ARAVINDA INSTITUTE OF RESEARCH AND MEDICAL SCIENCES-AREPALLY,WARANGAL URBAN ",Telangana,Warangal,['9010000003'],100,17.91406,79.60361
6539,ARAVINDA SUPER SPECIALTY HOSPITAL ENT AND NEURO CENTRE ,Telangana,Warangal,['9849079419'],28,17.91406,79.60361
6540,ARAVINDHA SUPER SPECIALITY HOSPITAL - HANAMKONDA ,Telangana,Warangal,['9849079419'],56,17.99589,79.54338
6541,"ARKA HOSPITAL, METERNITY GENERAL NURSING HOME ",Telangana,Warangal,['9177620758'],40,17.96156,79.58744
6542,ARPITHA NURSING HOME ,Telangana,Warangal,['9059866071'],40,17.91406,79.60361
6543,ASWINI HOSPITAL ,Telangana,Warangal,['9989416823'],60,17.96156,79.58744
6544,AVANI MULTISPECILAITY HOSPITAL ,Telangana,Warangal,['9440083333'],0,17.91406,79.60361
6545,AZARA HOSPITALS - HANAMKONDA ,Telangana,Warangal,['9391009750'],178,17.99589,79.54338
6546,BABYS LIFE HOSPITAL ,Telangana,Warangal,['9440282760'],24,17.96156,79.58744
6547,BALAJI HOSPITAL AND GEN.MATERNITY ,Telangana,Warangal,['9849187928'],12,17.91406,79.60361
6548,BHARATHI NURSING HOME ,Telangana,Warangal,['9490300460'],40,17.91406,79.60361
6549,BHAVANA HOSPITAL ,Telangana,Warangal,['9985900646'],16,17.96156,79.58744
6550,BHAVANA NURSING HOME ,Telangana,Warangal,['9440519981'],20,17.91406,79.60361
6551,BLUE LINE HOSPITAL ,Telangana,Warangal,['9989040636'],40,17.96156,79.58744
6552,BYRAM SUPER SPECIALITY HOSPITAL ,Telangana,Warangal,['9848769956'],40,17.91406,79.60361
6553,CARE CHILDRENS HOSPITAL AND DIAGNOSTICS ,Telangana,Warangal,['9949461658'],40,17.91406,79.60361
6554,CHAKRAVARTHY HOSPITALS(SURGICAL AND LAPROSCOPIC CENTRE AMRUTHA COMPLEX ,Telangana,Warangal,['9985273030'],30,17.91406,79.60361
6555,CUREWELL HOSPITAL ,Telangana,Warangal,['--'],100,17.96156,79.58744
6556,"DAKSHA HOSPITAL-KAKAJI COLONY, HANMAKONDA, WARANGAL URBAN ",Telangana,Warangal,['8978045040'],30,17.91406,79.60361
6557,DR. GOUDA RAMESH ENT CENTER ,Telangana,Warangal,['9849324977'],40,17.91406,79.60361
6558,DR.RAJU ENT HOSPITAL ,Telangana,Warangal,['7680950686'],64,17.91406,79.60361
6559,DR.SHARAT MAXIVISION EYE HOSPITAL ,Telangana,Warangal,['9849058355'],100,17.91406,79.60361
6560,DR.VASAVI HOSPITAL ,Telangana,Warangal,['9966320466'],30,17.96156,79.58744
6561,G.R.HOSPITAL ,Telangana,Warangal,['9440264209'],40,17.96156,79.58744
6562,GUARDIAN MULTI SPECIALITY HOSPITAL ,Telangana,Warangal,['8008802299'],100,17.91406,79.60361
6563,HITAM CARDIAC CENTRE ,Telangana,Warangal,['9912799352'],40,17.91406,79.60361
6564,HOPE HOSPITAL - HANAMKONDA ,Telangana,Warangal,['7337332240'],48,17.99589,79.54338
6565,"JANANI MATERNITY, INFERTILITY AND LAPAROSCOPIC CENTRE ",Telangana,Warangal,['9246890146'],40,17.96156,79.58744
6566,JANATHA HOSPITAL ,Telangana,Warangal,['9307333555'],52,17.96156,79.58744
6567,JAYA HOSPITAL - HANAMKONDA ,Telangana,Warangal,['9849162262'],140,17.99589,79.54338
6568,JAYALAXMI HOSPITAL ,Telangana,Warangal,['9395505143'],40,17.96156,79.58744
6569,JEEVAK HOSPTAL ,Telangana,Warangal,['9849195556'],50,17.96156,79.58744
6570,KALYANI HOSPITAL ,Telangana,Warangal,['9849024545'],24,17.96156,79.58744
6571,KARTHIKEYA CHILDRENS HOSPITAL ,Telangana,Warangal,['9885606507'],16,17.91406,79.60361
6572,KARUNSREE HOSPITAL ,Telangana,Warangal,['9440146600'],16,,
6573,KEERTHAN HOSPITAL ,Telangana,Warangal,['7386399964'],18,,
6574,KEERTHI CHILDRENS HOSPITAL ,Telangana,Warangal,['9885308909'],40,,
6575,KEERTHI HOSPITAL ,Telangana,Warangal,['9849424503'],12,,
6576,KIDS CARE HOSPITAL ,Telangana,Warangal,['9949072938'],62,,
6577,K.K.ARYA MEMORIAL SHIVA SREE HOSPITAL ,Telangana,Warangal,['--'],30,17.91406,79.60361
6578,KOORAPATI LAPAROSCOPY AND FERTILTY CENTER ,Telangana,Warangal,['8897656456'],60,17.91406,79.60361
6579,KSR CHILDREN AND WOMEN NURSING HOME ,Telangana,Warangal,['9949954438'],20,17.91406,79.60361
6580,LAKSHMI MATERNITY AND EYE HOSPITAL ,Telangana,Warangal,['9700182000'],0,17.91406,79.60361
6581,LALITHA HOSPITAL - HANAMKONDA ,Telangana,Warangal,['8500785085'],70,17.99589,79.54338
6582,LATHA VENKAT ORTHO & GENERAL CARE-KAZIPET ,Telangana,Warangal,['9440586526'],14,17.9776,79.5307
6583,LAVANYA HOSPITAL ,Telangana,Warangal,['9885068043'],36,17.96156,79.58744
6584,LAXMI NARASIMHA HOSPITAL ,Telangana,Warangal,['9550063366'],0,17.96523,79.59387
6585,LIFE LINE HOSPITAL - HANUMAKONDA ,Telangana,Warangal,['9848073020'],48,17.91406,79.60361
6586,MADHU NEURO CARE MULTI SPECIALITY HOSPITAL ,Telangana,Warangal,['9866529120'],50,17.91406,79.60361
6587,MAHALAXMI NURSING HOME ,Telangana,Warangal,['9493319486'],4,,
6588,MAHESHWAR NURSING HOME ,Telangana,Warangal,['9949814914'],10,,
6589,MAHI HOSPITAL ,Telangana,Warangal,['9704983555'],12,,
6590,MALLIKA CHILDRENS NURSING HOME ,Telangana,Warangal,['9849277362'],60,17.91406,79.60361
6591,MAXCARE HOSPTAL - HANAMKONDA ,Telangana,Warangal,['9866183307'],278,,
6592,MAX CARE SUPER SPECALITY CLINIC & HOSPITALS ,Telangana,Warangal,['9704439822'],36,17.91406,79.60361
6593,MEDI LIFE HOSPITAL ,Telangana,Warangal,['9700686864'],30,17.96156,79.58744
6594,MOURYA HOSPITAL ,Telangana,Warangal,['9849050121'],10,17.96156,79.58744
6595,MULKANOOR NURSING HOME ,Telangana,Warangal,['9440378857'],10,17.91406,79.60361
6596,NEW DOLPHINS KIDS HOSPITAL ,Telangana,Warangal,['9666767677'],32,17.91406,79.60361
6597,NIHIRA HOSPITALS-WARANGAL ,Telangana,Warangal,['9866575747'],18,17.94221,79.59387
6598,NIKIL HOSPITAL ,Telangana,Warangal,['9346981604'],18,17.96156,79.58744
6599,NIRMAL HOSPITAL ,Uttar Pradesh,JHANSI,9450927366.0,110,25.53216,78.64157
6600,OASIS CENTRE FOR REPRODUCTIVE MEDICINE ,Telangana,Warangal,['9160339911'],40,17.91406,79.60361
6601,OMEGA BANNU HOSPITALS ,Telangana,Warangal,['8247234322'],124,17.91406,79.60361
6602,ORUGALLU EYE CARE CENTRE ,Telangana,Warangal,['7989254646'],40,17.91406,79.60361
6603,PALLAVI HOSPITAL ,Telangana,Warangal,['9849058820'],12,17.96156,79.58744
6604,PRAKASH METARNITY NURSING HOME ,Telangana,Warangal,['8008746507'],12,17.91406,79.60361
6605,PRASAD HOSPITAL ,Telangana,Warangal,['9908337090'],4,17.96156,79.58744
6606,PRASHANTHI HOSPITAL ,Telangana,Warangal,['9100039350'],314,17.96156,79.58744
6607,PRITHVI HOSPITAL ,Telangana,Warangal,['8702511437'],20,17.96156,79.58744
6608,RAIBNBOW SAI RAM HOSPITAL ,Telangana,Warangal,['9440264209'],10,17.91406,79.60361
6609,RAJAIAH MULTI SECIALITY HOSPITAL ,Telangana,Warangal,['7702401250'],100,17.91406,79.60361
6610,RAKSHITH SURGICAL AND CHEST CARE HOSPITAL ,Telangana,Warangal,['9704633887'],10,17.91406,79.60361
6611,RAMESH HOSPITAL ,Telangana,Warangal,['9440037459'],100,17.96156,79.58744
6612,RAVI MATERNITY NURSING HOME ,Telangana,Warangal,['9000577744'],10,17.91406,79.60361
6613,"RELIEF MULTISPECIALITY HOSPITAL - MULUGU ROAD, WARANGAL (U) ",Telangana,Warangal,['9658066666'],100,17.99608,79.5953
6614,RIYA HOSPITAL ,Telangana,Warangal,['9177616146'],76,17.96156,79.58744
6615,R.K.HOSPITAL ,Telangana,Warangal,['9246890146'],30,17.96156,79.58744
6616,ROHINI SUPERSPECIALITY HOSPITAL - WARANGAL (U) ,Telangana,Warangal,['9849761111'],140,17.94221,79.59387
6617,SAI SHREE HOSPITALS ,Telangana,Warangal,['9347483888'],40,17.96156,79.58744
6618,SAI SRINIDHI MATERNITY NUSING HOME ,Telangana,Warangal,['9849058484'],24,17.91406,79.60361
6619,SAMALOCHANA SWATHIK HOSPITAL ,Telangana,Warangal,['9849058514'],70,17.91406,79.60361
6620,SAMATHA NURSING HOME ,Telangana,Warangal,['9849191020'],10,17.91406,79.60361
6621,SAMRAKSHA HOSPITAL - HANAMKONDA ,Telangana,Warangal,['9849896164'],180,17.99589,79.54338
6622,SANDEEP EYE HOSPITAL ,Telangana,Warangal,['9849320863'],20,17.91406,79.60361
6623,SANTHOSH MATERNITY GENERAL NURSING HOME ,Telangana,Warangal,['9177996414'],100,17.91406,79.60361
6624,SATYA HOSPITAL ,Telangana,Warangal,['9704469222'],200,17.96156,79.58744
6625,SEVEN HILLS HOSPITAL ,Telangana,Warangal,['9866461560'],100,17.91406,79.60361
6626,SHAKHAMURY NARAYANA MEMORIAL HOSPITAL ,Telangana,Warangal,['9052591188'],50,17.91406,79.60361
6627,SHIVAGANGA LASER ENT HOSPITAL ,Telangana,Warangal,['9849296750'],48,17.91406,79.60361
6628,SHIVA HOSPITAL ,Telangana,Warangal,['9246985511'],102,17.96156,79.58744
6629,SIGMA HOSPITAL ,Telangana,Warangal,['9849396048'],66,17.96156,79.58744
6630,SIRI SPECIALITY HOSPITAL - WARANGAL (U) ,Telangana,Warangal,['9701271710'],50,17.94221,79.59387
6631,SREE BALAJI HOSPITAL ,Telangana,Warangal,['9704644275'],48,17.91406,79.60361
6632,SREEDHAR CHEST AND ALLERGY HOSPITAL AND DERMA CARE ,Telangana,Warangal,['9849692092'],10,17.91406,79.60361
6633,SREELAXMI TEST TUBE BABY AND MULTI SPECIALTY HOSPITAL ,Telangana,Warangal,['9885452305'],130,17.91406,79.60361
6634,SREENIVSA MEMORIAL NURSING HOME ,Telangana,Warangal,['9849014535'],30,17.91406,79.60361
6635,SRI BADHRAKALI NURSING HOME ,Telangana,Warangal,['9849179178'],20,17.91406,79.60361
6636,SRI BALA PEDIATRIC SURGERY CLINIC ,Telangana,Warangal,['9533666065'],4,17.91406,79.60361
6637,SRI CHIRANJEEVA CHILDRENS HOSPITAL ,Telangana,Warangal,['9849058816'],16,17.91406,79.60361
6638,SRI DEVI HOSPITAL ,Telangana,Warangal,['9848708788'],12,17.96156,79.58744
6639,SRI GANESHA ORTHOPEDIC HOSPITAL AND SURGICAL CENTER ,Telangana,Warangal,['9989765699'],70,17.91406,79.60361
6640,SRI LALITHAMULTI SPECIALITY HOSPITAL ,Telangana,Warangal,['9440083333'],56,17.91406,79.60361
6641,SRI LAXMI NURSING HOME ,Telangana,Warangal,['9397021370'],80,17.91406,79.60361
6642,SRI LAXMI NURSING HOME UPAKARI HEALTH CARE CENTRE ,Telangana,Warangal,['9848242524'],24,17.91406,79.60361
6643,SRINIJA HOSPITAL ,Telangana,Warangal,['9989150426'],10,17.96156,79.58744
6644,SRINIVASA KIDNEY MATERNITY HOSPITAL ,Telangana,Warangal,['9849465097'],50,17.91406,79.60361
6645,SRINIVASA PINNACLE HOSPITAL ,Telangana,Warangal,['9550089900'],120,17.91406,79.60361
6646,SRI RADHAMMA MEMORIAL EYE HOSPITAL ,Telangana,Warangal,['9849950407'],40,17.91406,79.60361
6647,SRI RAMA HOSPITAL ,Telangana,Warangal,['9246896616'],40,17.96156,79.58744
6648,SRI RAVI NURSING HOME ,Telangana,Warangal,['9849700003'],30,17.91406,79.60361
6649,"SRI SAI NURSING HOME,HANAMKONDA ",Telangana,Warangal,['9848409252'],100,17.9432,79.599
6650,"SRI SAI NURSING HOME,WARANGAL ",Telangana,Warangal,['--'],10,17.9432,79.599
6651,SRI SHARANYA HOSPITAL - HANMAKONDA ,Telangana,Warangal,['9390672891'],126,17.99008,79.54206
6652,SRI SHIVA RACHANA NURSING HOME ,Telangana,Warangal,['--'],6,17.91406,79.60361
6653,SRI SRINIVASA SUNSHINE MULTI SPECIALTY HOSPITAL ,Telangana,Warangal,['9949079479'],22,17.9432,79.599
6654,SRI UDAY MULTI SPECIALITY HOSPITAL ,Telangana,Warangal,['9000370330'],40,17.91406,79.60361
6655,SRI UDAY MULTI SPECILAITY HOSPITAL ,Telangana,Warangal,['9000370330'],100,17.91406,79.60361
6656,SRI VALLI GOOD LIFE HOSPITAL ,Telangana,Warangal,['9959795077'],48,17.91406,79.60361
6657,SRI VENKATESWHARA CHILDREN HOSPITAL ,Telangana,Warangal,['9849109564'],40,17.91406,79.60361
6658,SRI VIDYA HOSPITAL ,Telangana,Warangal,['9959025733'],60,17.96156,79.58744
6659,SRUSTI ENT AND MATERNITY HOSPITAL ,Telangana,Warangal,['9849024545'],40,17.91406,79.60361
6660,ST.ANNS HOSPITAL ,Telangana,Warangal,['9494529528'],48,17.96156,79.58744
6661,STAR HOSPITAL - HANAMKONDA ,Telangana,Warangal,['9912793936'],120,17.99589,79.54338
6662,SUJATHA HOSPITAL ,Telangana,Warangal,['9866069864'],40,17.96156,79.58744
6663,SURYA FERTILITY IVF AND IUI CENTER ,Telangana,Warangal,['9000429911'],40,17.91406,79.60361
6664,S.V.R.MULTI SPECIALITY HOSPITAL ,Telangana,Warangal,['9701458585'],40,17.91406,79.60361
6665,SWATHI NURSING HOME ,Telangana,Warangal,['9885749040'],40,17.91406,79.60361
6666,SWETHA NURSING HOME ,Telangana,Warangal,['9949954438'],36,17.91406,79.60361
6667,TEJASWI HOSPITAL ,Telangana,Warangal,['9394874107'],10,17.96156,79.58744
6668,TELANGANA BAPTIST COMMUNITY HEALTH CENTRE ,Telangana,Warangal,['9110793356'],30,17.91406,79.60361
6669,USHA RANI HOSPITAL ,Telangana,Warangal,['9491828567'],40,17.96156,79.58744
6670,VARMA CHEST HOSPITAL ,Telangana,Warangal,['9849981847'],40,17.91406,79.60361
6671,VASAN EYE CARE HOSPITAL (A UNIT OF VASAN HEALTH CARE PVT. LTD.) ,Telangana,Warangal,['9849439474'],36,17.91406,79.60361
6672,VASUNDHARA HOSPITAL ,Telangana,Warangal,['9848431027'],4,17.96156,79.58744
6673,V.B.HOSPITAL ,Telangana,Warangal,['9849274774'],30,17.96156,79.58744
6674,VEENA MEDICARE ,Telangana,Warangal,['9908865660'],50,17.96156,79.58744
6675,VENKATESWARA NURSING HOME ,Telangana,Warangal,['9440881214'],20,17.91406,79.60361
6676,VIGNESH HOSPITAL ,Telangana,Warangal,['9573709197'],20,17.96156,79.58744
6677,VINAY HOSPITALS ,Telangana,Warangal,['7337332241'],20,17.96156,79.58744
6678,VISHWAS SUPER SPECIALTY HOSPITAL AND DIALYSIS CENTRE ,Telangana,Warangal,['9885802390'],66,17.91406,79.60361
6679,"WARANGAL HOSPITAL, DIAGNOSTIC AND RESEARCH CENTRE LTD. ",Telangana,Warangal,['7330039999'],60,17.96156,79.58744
6680,WARANGAL KIDNEY CENTRE ANDCHILDRENS HOSPITAL ,Telangana,Warangal,['9849241117'],0,17.94221,79.59387
6681,WARANGAL LASER EYE HOSPITAL ,Telangana,Warangal,['--'],0,17.96156,79.58744
6682,WISE HOSPITAL ,Telangana,Warangal,['--'],0,17.96156,79.58744
6683,Parking Plaza,Maharastra,Thane,022-27567460,1173,19.2632,72.97731
6684,Aarogyam Mulispecialitie Hospital Kopri,Maharastra,Thane,022-27567460,56,19.18055,72.98087
6685,Bethany Hospital A-wing,Maharastra,Thane,022-27567460,68,19.18845,73.04846
6686,Criticare Lifeline Hospital,Maharastra,Thane,022-27567460,98,,
6687,Diya Hospital,Maharastra,Thane,022-27567460,42,,
6688,Ekta Hospital,Maharastra,Thane,022-27567460,30,19.46945,72.79841
6689,Hare Krishna Manav kalyan Hospital,Maharastra,Thane,022-27567460,20,19.18345,73.05612
6690,Highland Hospital,Maharastra,Thane,022-27567460,25,19.22373,72.98195
6691,"Horizon Prime Hospital, GB",Maharastra,Thane,022-27567460,65,19.24813,72.97545
6692,Kaushalya Hospital,Maharastra,Thane,022-27567460,32,19.20238,72.96777
6693,Lifecare Hospital,Maharastra,Thane,022-27567460,50,19.20238,72.96777
6694,Neon Hospital,Maharastra,Thane,022-27567460,71,19.15474,73.06233
6695,Park Away Titan Hospital,Maharastra,Thane,022-27567460,200,19.22042,72.99384
6696,Sapphire Hospital,Maharastra,Thane,022-27567460,134,19.20238,72.96777
6697,Shivneri Hospital,Maharastra,Thane,022-27567460,25,19.27068,72.88627
6698,siddhivinayak Extention Hospital,Maharastra,Thane,022-27567460,58,,
6699,Thane Health Care,Maharastra,Thane,022-27567460,62,19.18672,72.96928
6700,Thane Noble Hospital,Maharastra,Thane,022-27567460,50,,
6701,Vedant Hospital Vartak Nagar,Maharastra,Thane,022-27567460,68,19.21554,72.96271
6702,Vedant Hospital GB,Maharastra,Thane,022-27567460,87,19.27035,72.96246
6703,Viraj Hospital,Maharastra,Thane,022-27567460,29,,
6704,Rohini Hospital,Maharastra,Thane,022-27567460,16,19.20238,72.96777
6705,Swayam hospital,Maharastra,Thane,022-27567460,30,19.20238,72.96777
6706,Venus Hospital,Maharastra,Thane,022-27567460,33,,
6707,Maa Vaishnavis MultispecialityHospital,Maharastra,Thane,022-27567460,20,19.20238,72.96777
6708,New Covid Hospital-Voltas Industrial area,Maharastra,Thane,022-27567460,1050,19.19589,72.95598
6709,test hospital,Maharastra,Thane,022-27567460,4,,
6710,Lifecare Hospital Annex,Maharastra,Thane,022-27567460,50,19.25829,72.97651
6711,AGMC & GBP Hospital,Tripura,West Tripura,['03817967125'],207,23.83478,91.3269
6712,New OPD Complex of TMC & Dr. BRAM Hospital,Tripura,West Tripura,['03817967125'],120,,
6713,Indoor Exhibition Hall of Hapania International Fair Ground,Tripura,West Tripura,['03817967125'],200,,
6714,"Atal Bihari Vajpayee Regional Cancer Centre, Agartala",Tripura,West Tripura,['03817967125'],100,,
6715,Shalbagan BSF,Tripura,West Tripura,['03817967125'],93,23.83478,91.3269
6716,"Agartala Military Station, Sal Bagan",Tripura,West Tripura,['03817967125'],31,23.83834,91.27707
6717,"ILS Hospital, Agartala",Tripura,West Tripura,['03817967125'],45,23.83478,91.3269
6718,Khowai DH,Tripura,Khowai,['03825295254'],24,24.0796,91.5997
6719,"Boy's Hostel, Eklavya Model School, Tulashikhar",Tripura,Khowai,['03825295254'],130,,
6720,"Officers Rest House, Ambassa Railway Station",Tripura,Dhalai,"['1077', ' 0382626726']",57,24.00992,91.92522
6721,RGM Hospital,Tripura,Unakoti,"['0382461200', '9362822706', '9362822707', '9362822708']",89,,
6722,Dharmanagar District Hospital,Tripura,North Tripura,"['03822234349', '8415046060', '6033192564', '8414833072']",15,,
6723,"Rajnagar PHC, North Tripura",Tripura,North Tripura,"['03822234349', '8415046060', '6033192564', '8414833072']",40,23.93165,92.22188
6724,Santirbazar DH,Tripura,South Tripura,['03823222145'],15,23.32476,91.65417
6725,Belonia SDH,Tripura,South Tripura,['03823222145'],44,23.24979,91.45503
6726,"New Building of PRTI, AD Nagar",Tripura,West Tripura,['03817967125'],89,,
6727,"PRTI Women's Hostel, AD Nagar",Tripura,West Tripura,['03817967125'],50,23.83478,91.3269
6728,Badharghat Sports School,Tripura,West Tripura,['03817967125'],250,,
6729,Bhagat Singh Youth Hostel,Tripura,West Tripura,['03817967125'],240,,
6730,Hezamara PHC,Tripura,West Tripura,['03817967125'],20,23.83478,91.3269
6731,"Naruwai Tongthai Guest House, Khumulwng",Tripura,West Tripura,['03817967125'],60,,
6732,Fatikchera BSF,Tripura,West Tripura,['03817967125'],10,23.83478,91.3269
6733,Ginger Hotel,Tripura,West Tripura,['03817967125'],30,23.83478,91.3269
6734,Lalsingmura PHC,Tripura,Sepahijala,"['03812951750', '9362711916']",100,23.80217,91.77481
6735,"BSF Gakulnagar, Bishalgarh",Tripura,Sepahijala,"['03812951750', '9362711916']",20,23.83417,91.69209
6736,Khasiamangal BSF,Tripura,Khowai,['03825295254'],25,,
6737,Chandrapur CCC,Tripura,Gomati,"['9863673349', '8414974777', '7629900889']",86,19.95196,79.31874
6738,"PRTI, Udaipur",Tripura,Gomati,"['9863673349', '8414974777', '7629900889']",100,23.57085,91.42218
6739,Amarpur ST Boys Hostel,Tripura,Gomati,"['9863673349', '8414974777', '7629900889']",30,23.52526,91.65652
6740,Karbook ADC Boys Hostel,Tripura,Gomati,"['9863673349', '8414974777', '7629900889']",30,23.57085,91.42218
6741,Maharanichera BSF,Tripura,Gomati,"['9863673349', '8414974777', '7629900889']",14,23.57085,91.42218
6742,"Ekalavya Model Residential School, Bhuratali",Tripura,South Tripura,['03823222145'],100,,
6743,"Ekalavya Model Residential School, BC Manu",Tripura,South Tripura,['03823222145'],100,,
